NEW ITER
8873.0, 8904.0, 10262.0
9042.0, 8429.0, 10297.0
8807.0, 8980.0, 9849.0
9134.0, 9097.0, 9626.0
9303.0, 8622.0, 9661.0
8416.0, 9147.0, 9085.0
9111.0, 8571.0, 9897.0
9280.0, 8096.0, 9932.0
NEW ITER
9808.0, 9127.0, 10467.0
9573.0, 9678.0, 10019.0
9594.0, 9483.0, 9947.0
9162.0, 9183.0, 10942.0
8275.0, 9708.0, 10366.0
8948.0, 9539.0, 10422.0
9785.0, 8601.0, 10738.0
9550.0, 9152.0, 10290.0
9596.0, 8440.0, 10858.0
9139.0, 8376.0, 10980.0
9742.0, 9203.0, 10054.0
9956.0, 9305.0, 9746.0
9069.0, 9830.0, 9170.0
9742.0, 9661.0, 9226.0
8536.0, 9901.0, 9730.0
9209.0, 9732.0, 9786.0
10046.0, 8794.0, 10102.0
9811.0, 9345.0, 9654.0
8971.0, 9847.0, 9270.0
9857.0, 8633.0, 10222.0
9003.0, 9906.0, 8757.0
9186.0, 9206.0, 10057.0
NEW ITER
10395.0, 9886.0, 10139.0
10416.0, 9691.0, 10067.0
10241.0, 9643.0, 10198.0
9862.0, 9957.0, 10699.0
9883.0, 9762.0, 10627.0
10485.0, 9375.0, 10495.0
10670.0, 8698.0, 10086.0
10698.0, 8897.0, 10010.0
10506.0, 9180.0, 10423.0
10296.0, 9214.0, 10615.0
10317.0, 9019.0, 10543.0
9508.0, 10411.0, 9563.0
10181.0, 10242.0, 9619.0
10027.0, 9999.0, 9678.0
8975.0, 10482.0, 10123.0
9648.0, 10313.0, 10179.0
9187.0, 9405.0, 10842.0
9860.0, 9236.0, 10898.0
8539.0, 9433.0, 10981.0
9212.0, 9264.0, 11037.0
9671.0, 9075.0, 11018.0
8541.0, 9180.0, 11084.0
9214.0, 9011.0, 11140.0
8209.0, 10186.0, 10469.0
9814.0, 8877.0, 10905.0
10273.0, 8688.0, 10886.0
10294.0, 8493.0, 10814.0
9816.0, 8624.0, 11008.0
9837.0, 8429.0, 10936.0
9648.0, 8268.0, 11056.0
10688.0, 8945.0, 8934.0
10031.0, 9940.0, 9906.0
10633.0, 9553.0, 9774.0
10654.0, 9358.0, 9702.0
9144.0, 10465.0, 9330.0
8906.0, 10580.0, 8814.0
10419.0, 9909.0, 9254.0
9579.0, 10411.0, 8870.0
10121.0, 9429.0, 10262.0
9886.0, 9980.0, 9814.0
10565.0, 8912.0, 9775.0
10750.0, 8235.0, 9366.0
10778.0, 8434.0, 9290.0
10555.0, 8686.0, 10178.0
NEW ITER
11127.0, 9526.0, 9327.0
10849.0, 10207.0, 9798.0
9797.0, 10690.0, 10243.0
10470.0, 10521.0, 10299.0
11093.0, 9939.0, 10095.0
10904.0, 9778.0, 10215.0
11278.0, 9262.0, 9686.0
11306.0, 9461.0, 9610.0
9643.0, 10447.0, 10302.0
10316.0, 10278.0, 10358.0
10939.0, 9696.0, 10154.0
10750.0, 9535.0, 10274.0
9887.0, 10179.0, 10599.0
10560.0, 10010.0, 10655.0
9239.0, 10207.0, 10738.0
9912.0, 10038.0, 10794.0
10371.0, 9849.0, 10775.0
9241.0, 9954.0, 10841.0
9914.0, 9785.0, 10897.0
9144.0, 10409.0, 10674.0
11189.0, 8816.0, 9759.0
11025.0, 9298.0, 10096.0
10994.0, 9267.0, 10571.0
10537.0, 9203.0, 10693.0
11402.0, 8338.0, 9274.0
11210.0, 8621.0, 9687.0
11179.0, 8590.0, 10162.0
11207.0, 8789.0, 10086.0
10790.0, 8726.0, 10590.0
10348.0, 9042.0, 10813.0
9962.0, 10732.0, 9222.0
9583.0, 11046.0, 9723.0
10827.0, 10280.0, 8865.0
11071.0, 10012.0, 9162.0
9429.0, 10803.0, 9782.0
8909.0, 10960.0, 10226.0
9121.0, 9883.0, 10945.0
9134.0, 9550.0, 10955.0
9889.0, 9512.0, 11065.0
10348.0, 9323.0, 11046.0
9891.0, 9259.0, 11168.0
8591.0, 9261.0, 11179.0
9159.0, 9409.0, 11150.0
9161.0, 9156.0, 11253.0
8391.0, 9780.0, 11030.0
10471.0, 8558.0, 10864.0
10325.0, 8516.0, 11084.0
10121.0, 7975.0, 11103.0
9595.0, 8413.0, 11169.0
9391.0, 7872.0, 11188.0
11386.0, 8998.0, 8890.0
11173.0, 9476.0, 9375.0
11142.0, 9445.0, 9850.0
11358.0, 8799.0, 8966.0
9821.0, 10713.0, 9358.0
11151.0, 9549.0, 8442.0
NEW ITER
10849.0, 10207.0, 9798.0
10470.0, 10521.0, 10299.0
11093.0, 9939.0, 10095.0
10904.0, 9778.0, 10215.0
10316.0, 10278.0, 10358.0
10939.0, 9696.0, 10154.0
10560.0, 10010.0, 10655.0
9239.0, 10207.0, 10738.0
9912.0, 10038.0, 10794.0
10371.0, 9849.0, 10775.0
9914.0, 9785.0, 10897.0
10994.0, 9267.0, 10571.0
10348.0, 9042.0, 10813.0
9121.0, 9883.0, 10945.0
9889.0, 9512.0, 11065.0
10348.0, 9323.0, 11046.0
